twid,tweep,twtext,fav,rt,url
603917616223297536,NBCNews,ISIS has good news and bad news about the ancient city they conquered http://t.co/7kwBAdZPUv http://t.co/BNUhafAMiI,32,43,http://nbcnews.to/1KARMqT
603914928186073088,NBCNews,Nebraska nixed the death penalty yesterday. Here's why that's a big deal http://t.co/jP71S3eYMt http://t.co/XKONHLdmYc,26,47,http://nbcnews.to/1JWS4Hq
603911023154847744,NBCNews,American Sharif Mobley's Yemeni prison hit by Saudi-led airstrike http://t.co/SnwpYsPIjz http://t.co/0Gl3zWUHQW,15,24,http://nbcnews.to/1dzDsSc
603903497273286656,TODAYshow,"Tracy Morgan's lawyer speaks out after Walmart settlement: Comedian ""has a new lease on life"" http://t.co/fC0u0Tgh4S http://t.co/4P0jZHcx4z",81,35,http://on.today.com/1EzBTZy
603903319778680833,TODAYshow,Inseparable 103-year-old twins die within weeks apart of each other: http://t.co/TIVY1uN2MH http://t.co/NZcXCzJ3Z8,437,232,http://on.today.com/1EzHpLO
603902730223124480,NBCNews,Why Iraq changed the name of its anti-ISIS campaign http://t.co/gltOkdE8l1 http://t.co/F9tcPiJAxM,24,35,http://nbcnews.to/1Hy2xnP
603898512800088064,NBCNews,VIDEO: Pink Floyd honored with another plaque in the wall  http://t.co/nnPxIUTcIf http://t.co/cPggjcevAj,111,84,http://nbcnews.to/1Fcr00v
603892538341199872,NBCNews,#BREAKING: Former NY Gov. George Pataki confirms White House bid in campaign video http://t.co/TCEBNjUMJL,22,54,http://nbcnews.to/1ezfTZS
603890523666051072,NBCNews,Putin: #FIFA corruption scandal is the latest example of U.S. meddling http://t.co/ltHF7c7xS4 http://t.co/9yrZkxoXAI,38,89,http://nbcnews.to/1BqULdg
603883808337846272,NBCNews,Homecoming queen's final words to dad: 'The car is tipping'  http://t.co/WLcGjShxrM http://t.co/I7Rz5HAY9f,43,67,http://nbcnews.to/1BqRevx
603881013073321984,NBCNews,".@lindsaylohan moonlights to meet court-ordered deadline, via @NBCNewYork http://t.co/V9NrsXhXtx http://t.co/byiwqGpUHf",19,11,http://nbcnews.to/1BqrvDk
603870484996960256,NBCNews,Why FIFA's 'tarnished' sponsors aren't running away http://t.co/I0JXqDOXnd http://t.co/ZWmSwPGsgp,26,45,http://nbcnews.to/1Rq8dHq
603865925893382144,NBCNews,"117-degree heat wave kills almost 1,400 in India http://t.co/5CeilauxLn http://t.co/aCOSmbcFSH",42,109,http://nbcnews.to/1HxRbAb
603865657604710400,NBCNews,'Draw Muhammad' contest planned in Phoenix http://t.co/ekuKbjNPSi http://t.co/I3G4P8axKn,26,56,http://nbcnews.to/1LLyJaF
603865181786083328,NBCNews,"L.A.-area beaches closed over mystery petroleum patties, via @NBCLA http://t.co/FGYWjNksAS http://t.co/JTSNTkVSeG",23,66,http://nbcnews.to/1Krh73q
603863002094395392,NBCNews,Missing mom's body found in Texas flood search http://t.co/ScxpFdFuI2 http://t.co/ErlqaHbU9Z,34,36,http://nbcnews.to/1JWxdnt
603854174489567232,NBCNews,"India heat wave kills almost 1,400 people http://t.co/DzbYCC9LgT",21,56,http://nbcnews.to/1PPy5iK
603848714822819840,NBCNews,How Sepp Blatter runs FIFA 'like a Chicago politician' http://t.co/1Ck2mZ6Fzy http://t.co/UE4Ir5Rz1p,27,42,http://nbcnews.to/1Fi0pjA
603846966792081409,NBCNews,This 400-ton lighthouse is being moved 129 feet http://t.co/V754z4SyS3 http://t.co/XowrpMDkwF,33,33,http://nbcnews.to/1QccBre
